,artist_id,tags,track_id,title,song_id,release,artist_mbid,artist_name,duration,artist_familiarity,artist_hotttnesss,year,track_7digitalid,shs_perf,shs_work
0,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TRMUOZE12903CDF721,A Picture Of You,SOGGTNS12A58A7DADA,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,128.26077,0.450512457075,0.348651091819,2001,6599803,-1,0
1,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TRQAUBZ12903CDF733,The Beating Of My Heart,SONZROI12AC3DFA5DC,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,141.13914,0.450512457075,0.348651091819,2001,6599821,-1,0
2,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TRAFPWS12903CDF737,I'll Be Gone,SOWJKKG12AC3DF5BC2,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,152.05832,0.450512457075,0.348651091819,2001,6599825,-1,0
3,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TRNBXWJ12903CDF72B,Little Baby,SOUSWNP12AC3DFA5B5,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,137.06404,0.450512457075,0.348651091819,2001,6599813,-1,0
4,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TREYJSR12903CDF71B,You're a Moody Guy,SOXYNGC12AC3DF6118,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,157.962,0.450512457075,0.348651091819,2001,6599797,-1,0
5,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TRVIMSB12903CDF720,So Fine,SOVQHOT12AC3DF6122,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,156.65587,0.450512457075,0.348651091819,2001,6599802,-1,0
6,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TRDXGYA12903CDF729,Who Does She Think She Is,SOWDEJZ12A58A7C2A0,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,108.66893,0.450512457075,0.348651091819,2001,6599811,-1,0
7,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TRYESJS12903CDF730,Old Man Mose,SOJFGNB12AC3DFA5CE,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,175.20281,0.450512457075,0.348651091819,2001,6599818,-1,0
8,AR002UA1187B9A637D,"[('power pop',), ('pop rock',), ('indie pop',), ('pop',)]",TRYEKZM12903CDF71D,Romeo And Juliet,SOLIJVK12AC3DF611C,Tune In With...,7752a11c-9d8b-4220-ac44-e4a04cc8471d,The Bristols,182.88281,0.450512457075,0.348651091819,2001,6599799,-1,0
9,AR003FB1187B994355,"[('alternative pop rock',)]",TRWDPFR128F93594A6,Pissed,SOLSKNE12AB01822B7,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,107.7024,0.576354314923,0.349056572891,0,7211793,-1,0
10,AR003FB1187B994355,"[('alternative pop rock',)]",TRGCODZ12903CCEE8E,From you_ To Me,SOSXMBD12A58A7931F,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,295.28771,0.576354314923,0.349056572891,0,7993997,-1,0
11,AR003FB1187B994355,"[('alternative pop rock',)]",TRGOXPC128F93594B9,Hard To Find,SOKPXCX12AB01822D8,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,124.682,0.576354314923,0.349056572891,0,7211812,-1,0
12,AR003FB1187B994355,"[('alternative pop rock',)]",TRGKQNO12903CCEE78,Stop,SOAQWIM12A8C135786,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,250.33098,0.576354314923,0.349056572891,0,7993975,-1,0
13,AR003FB1187B994355,"[('alternative pop rock',)]",TRHFSZK12903CCEE77,Jenny,SOOCRSU12A8C135783,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,77.322,0.576354314923,0.349056572891,0,7993974,-1,0
14,AR003FB1187B994355,"[('alternative pop rock',)]",TRHDEYU12903CCEE7B,Housefire,SOLSMQP12A8C135788,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,238.8371,0.576354314923,0.349056572891,0,7993978,-1,0
15,AR003FB1187B994355,"[('alternative pop rock',)]",TRCHSGM128F93594A1,The Adict,SOSRNNJ12AB01822AA,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,116.16608,0.576354314923,0.349056572891,0,7211788,-1,0
16,AR003FB1187B994355,"[('alternative pop rock',)]",TRCFFTQ12903CCEE86,The Four Horsemen of Confusion (T.T.W.Y.),SOKDRRB12A8C135790,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,299.98975,0.576354314923,0.349056572891,0,7993989,-1,0
17,AR003FB1187B994355,"[('alternative pop rock',)]",TRRREYI12903CCEE74,Apartment Song,SOACCEK12A58A7AA44,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,250.3571,0.576354314923,0.349056572891,0,7993971,-1,0
18,AR003FB1187B994355,"[('alternative pop rock',)]",TRBBESX128F93594AD,Run And Hide,SONKAUW12AB01822C5,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,128.9922,0.576354314923,0.349056572891,0,7211800,-1,0
19,AR003FB1187B994355,"[('alternative pop rock',)]",TRFHVNI128F93594BC,Wasted Life,SOWTWJL12AB01822DC,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,161.56689,0.576354314923,0.349056572891,0,7211815,-1,0
20,AR003FB1187B994355,"[('alternative pop rock',)]",TRQCGVN128F93594B6,Heard It Said,SOMWDPW12AB01822D4,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,134.16444,0.576354314923,0.349056572891,0,7211809,-1,0
21,AR003FB1187B994355,"[('alternative pop rock',)]",TRQVTFP12903CCEE67,Saturday Girl,SOMVDYN12A8C135777,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,206.91546,0.576354314923,0.349056572891,0,7993958,-1,0
22,AR003FB1187B994355,"[('alternative pop rock',)]",TRZCRPI128F935949D,B.S.,SOCEXSS12AB01822A7,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,103.6273,0.576354314923,0.349056572891,0,7211784,-1,0
23,AR003FB1187B994355,"[('alternative pop rock',)]",TRAINLH12903CCEE69,Hollywould,SOGYRWX12A8C13577B,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,223.99955,0.576354314923,0.349056572891,0,7993960,-1,0
24,AR003FB1187B994355,"[('alternative pop rock',)]",TRTZSOB12903CCEE8A,A Touch of Panic,SOFBCSL12A8C135793,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,228.10077,0.576354314923,0.349056572891,0,7993993,-1,0
25,AR003FB1187B994355,"[('alternative pop rock',)]",TRTYABV128F93594AA,People Think,SOPDEYO12AB01822BE,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,102.79138,0.576354314923,0.349056572891,0,7211797,-1,0
26,AR003FB1187B994355,"[('alternative pop rock',)]",TRUVCOB12903CCEE6C,Bigfoot Goes to Heaven,SOYKKWI12A8C13577E,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,232.14975,0.576354314923,0.349056572891,0,7993963,-1,0
27,AR003FB1187B994355,"[('alternative pop rock',)]",TRLGMBW12903CCEE7D,Whiskey Sour Kiss,SODXWDK12A8C135789,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,205.322,0.576354314923,0.349056572891,0,7993980,-1,0
28,AR003FB1187B994355,"[('alternative pop rock',)]",TRLVUGC128F935949B,Distance,SOCTLQM12AB01822A3,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,154.122,0.576354314923,0.349056572891,0,7211782,-1,0
29,AR003FB1187B994355,"[('alternative pop rock',)]",TRELAHN128F93594A4,Ride It Out,SONGRMV12AB01822B0,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,142.88934,0.576354314923,0.349056572891,0,7211791,-1,0
30,AR003FB1187B994355,"[('alternative pop rock',)]",TRSJHZL128F93594B0,I Know,SOYOPPO12AB01822C9,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,120.42404,0.576354314923,0.349056572891,0,7211803,-1,0
31,AR003FB1187B994355,"[('alternative pop rock',)]",TRXBTRR12903CCEE71,You_ Euphoria,SOGZPAB12A8C135780,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,221.57016,0.576354314923,0.349056572891,0,7993968,-1,0
32,AR003FB1187B994355,"[('alternative pop rock',)]",TRXEHKT12903CCEE80,Alive,SOQUTYT12A8C13578A,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,303.62077,0.576354314923,0.349056572891,0,7993983,-1,0
33,AR003FB1187B994355,"[('alternative pop rock',)]",TRKCRIR12903CCEE84,Seven (If You Run),SOLMRLE12A8C13578F,A Touch Of Panic,1dbd2d7b-64c8-46aa-9f47-ff589096d672,Feds_ The,244.84526,0.576354314923,0.349056572891,0,7993987,-1,0
34,AR003FB1187B994355,"[('alternative pop rock',)]",TRKSTLC128F93594B3,Waiting,SOBSRKM12AB01822D0,Chicago Bureau,1dbd2d7b-64c8-46aa-9f47-ff589096d672,The Feds,146.70322,0.576354314923,0.349056572891,0,7211806,-1,0
35,AR006821187FB5192B,"[('pop',)]",TRMZLJF128F4269EAC,Silent Night (Mohr; trans. & arr. Willcocks) (1985 Digital Remaster),SOFRNTU12A8C137B5D,Favourite Carols from King's,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,187.11465,0.25265207341,0.328753871851,0,1616955,-1,0
36,AR006821187FB5192B,"[('pop',)]",TRWMSSB12903CF70A8,"Mass No. 6 in G major_ Hob.XXII:6_ ""Missa Sancti Nicolai""_ ""Nikolaimesse"": Credo: Credo in unum Deum",SOFBPPQ12AC9070FFE,HAYDN: Masses Nos. 6 and 10,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe,39.36608,0.25265207341,0.328753871851,0,7670751,-1,0
37,AR006821187FB5192B,"[('pop',)]",TRHHCRG128F4269EB8,Weihnachtslieder Op. 8 (1985 Digital Remaster): III.     The Three Kings (trans. H. N. Bate: arr. Ivor Atkins),SOPOHVL12A8C137B86,Favourite Carols from King's,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,163.81342,0.25265207341,0.328753871851,0,1616967,-1,0
38,AR006821187FB5192B,"[('pop',)]",TRFGNPS128F423BD2C,Silent Night,SOSVZPI12A6D4F5119,Classic Christmas Carols,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,184.60689,0.25265207341,0.328753871851,0,2033922,-1,0
39,AR006821187FB5192B,"[('pop',)]",TRQVLUX12903CF70AA,"Mass No. 6 in G major_ Hob.XXII:6_ ""Missa Sancti Nicolai""_ ""Nikolaimesse"": Credo: Et resurrexit -",SOUCRRU12AC9071002,HAYDN: Masses Nos. 6 and 10,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe,83.04281,0.25265207341,0.328753871851,0,7670753,-1,0
40,AR006821187FB5192B,"[('pop',)]",TRZCCFX128F42356AB,Silent Night (wrds. Joseph Mohr_ trans. & arr. Willcocks) (1991 Digital Remaster),SOGJWWH12A81C20937,Christmas Carols,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,186.09587,0.25265207341,0.328753871851,0,1361727,-1,0
41,AR006821187FB5192B,"[('pop',)]",TRIRHHL128F4269EA7,In the bleak midwinter (1985 Digital Remaster),SOFUGEX12A8C137B4D,Favourite Carols from King's,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,278.15138,0.25265207341,0.328753871851,0,1616950,-1,0
42,AR006821187FB5192B,"[('pop',)]",TRITELJ128F42356D4,In the bleak midwinter (1991 Digital Remaster),SOXRGNY12A81C2023B,Christmas Carols,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/John Wells/Choir of King's College_ Cambridge/Sir David Willcocks,275.77424,0.25265207341,0.328753871851,0,1361788,-1,0
43,AR006821187FB5192B,"[('pop',)]",TRIOYUX12903CEBF7C,"The Israelites in the Desert_ Wq 238: Second Part: Recitative Moses ""Verdienet habt ihr ihn",SODKBPD12AC3DFB596,C.P.E. Bach: The Israelites in the Desert,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe; Cappella Coloniensis; William Christie,77.42649,0.25265207341,0.328753871851,0,8601061,-1,0
44,AR006821187FB5192B,"[('pop',)]",TRPVSHE12903CEBF8C,"The Israelites in the Desert_ Wq 238: Second Part: Recitative Moses ""Hofft auf dem Ewgen",SOGMGAH12AC3DF97DC,C.P.E. Bach: The Israelites in the Desert,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe; Cappella Coloniensis; William Christie,30.92853,0.25265207341,0.328753871851,0,8601077,-1,0
45,AR006821187FB5192B,"[('pop',)]",TRTGITN128F1457BEE,Weihnachtslieder Op. 8 (1969 Digital Remaster): III. The Three Kings (trans. H. N. Bate; arr. Ivor Atkins),SOMEQKR12A6D4F5118,Carols from King's,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,163.60444,0.25265207341,0.328753871851,0,236136,-1,0
46,AR006821187FB5192B,"[('pop',)]",TRURIXL128F1457BF6,In the bleak midwinter (1991 Digital Remaster),SOVGPNS12A6D4F511E,Carols from King's,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/Choir of King's College_ Cambridge/John Wells/Sir David Willcocks,274.31138,0.25265207341,0.328753871851,0,236144,-1,0
47,AR006821187FB5192B,"[('pop',)]",TRUZZUU128F1464B9A,Weihnachtslieder Op. 8 (1969 Digital Remaster): III. The Three Kings (trans. H. N. Bate; arr. Ivor Atkins),SOKHBQZ12A6D4F7D79,Carols from King's,94fc1228-7032-4fe6-a485-e122e5fbee65,Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,163.86567,0.25265207341,0.328753871851,0,295532,-1,0
